TF,target
CREB1,RARA
CREB1,STAT3
CREB1,GRN
CREB1,TEX14
CREB1,VMP1
CREB1,USP32
CREB1,ISG15
CREB1,SLC25A33
CREB1,GTF2B
CREB1,BCAS2
CREB1,ATF3
CREB1,FBXO28
CREB1,PISD
CREB1,TOM1
CREB1,SREBF2
CREB1,KLF6
CREB1,ARL5B
CREB1,DNAJC1
CREB1,SVIL
CREB1,ZNF438
CREB1,CCDC7
CREB1,ITGB1
CREB1,BTAF1
CREB1,CPEB3
CREB1,RRP12
CREB1,MXI1
CREB1,PDZD8
CREB1,GPCPD1
CREB1,NR1D2
CREB1,OXSR1
CREB1,TRAK1
CREB1,KLHL18
CREB1,CMSS1
CREB1,ATP1B3
CREB1,TSC22D2
CREB1,TIPARP
CREB1,SKIL
CREB1,ATP13A3
CREB1,GABARAPL1
CREB1,STK38L
CREB1,TFCP2
CREB1,MDM2
CREB1,ATP2B1
CREB1,CRADD
CREB1,ZNF10
CREB1,NFKBIA
CREB1,MIS18BP1
CREB1,FUT8
CREB1,RAD51B
CREB1,MT2A
CREB1,PHTF2
CREB1,CDK6
CREB1,FKBP5
CREB1,RUNX3
CREB1,ADAMTSL4-AS1
CREB1,SLC43A2
CREB1,FOXP1
CREB1,AP3M2
CREB1,ARAP1
CREB1,GAB2
CREB1,TGIF2
CREB1,HSPH1
CREB1,FRY
CREB1,KPNA3
CREB1,ATP11A
CREB1,LDLRAD4
CREB1,PMAIP1
CREB1,BCL2
CREB1,ZNF516
CREB1,NFATC1
CREB1,TRIO
CREB1,ATG10
CREB1,RORA
CREB1,PEAK1
CREB1,ZNF710
CREB1,RHOQ
CREB1,WDPCP
CREB1,ST3GAL5
CREB1,DUSP2
CREB1,MGAT5
CREB1,GTDC1
CREB1,BAZ2B
CREB1,ATF2
CREB1,HIBCH
CREB1,ORC2
CREB1,FAM117B
CREB1,RHBDD1
CREB1,LRRFIP1
CREB1,RAB28
CREB1,FAM13A
CREB1,NFKB1
CREB1,NAF1
CREB1,GK
CREB1,CASK
CREB1,HMGN1
CREB1,IPMK
CREB1,P4HA1
CREB1,ZMIZ1
CREB1,EP300
CREB1,SCO2
CREB1,TYMP
CREB1,DUSP16
CREB1,STAT6
CREB1,KDM2B
CREB1,NCOR2
CREB1,IL32
CREB1,CD83
CREB1,HLA-DQB1
CREB1,HLA-DPB1
CREB1,HLA-DPA1
CREB1,AKIRIN2
CREB1,BACH2
CREB1,FOXO3
CREB1,CDK19
CREB1,DSE
CREB1,TNFAIP3
CREB1,PLAGL1
CREB1,ABL1
CREB1,IFFO2
CREB1,JUN
CREB1,RGS2
CREB1,MAPKAPK2
CREB1,DUSP10
CREB1,LYST
CREB1,CREB5
CREB1,YWHAG
CREB1,CUX1
CREB1,ORAI2
CREB1,PRKAG2
CREB1,BRD4
CREB1,IFI30
CREB1,FTL
CREB1,ANKRD28
CREB1,CMTM6
CREB1,TKT
CREB1,FILIP1L
CREB1,STAG1
CREB1,BCL6
CREB1,MCPH1
CREB1,ASAH1
CREB1,PTK2B
CREB1,LYN
CREB1,DENND3
CREB1,SPI1
CREB1,PICALM
CREB1,FNDC3B
CREB1,CDK14
CREB1,SGK1
CREB1,EZR
CREB1,AGPAT4
CREB1,ATRX
CREB1,MXD1
CREB1,SLC11A1
CREB1,ITPRIP
CREB1,RPRD2
CREB1,RHOH
CREB1,RBM47
CREB1,SNX25
CREB1,BASP1
CREB1,SLC38A9
CREB1,ARSB
CREB1,COMMD10
CREB1,CD14
CREB1,CSF1R
CREB1,CD74
CREB1,KLF3
CREB1,RUFY3
CREB1,EIF4E
CREB1,TET2
CREB1,USP53
CREB1,ACSL1
CREB1,UBE4B
CREB1,EFHD2
CREB1,EIF4G3
CREB1,FGR
CREB1,EYA3
CREB1,HS2ST1
CREB1,TGFBR3
CREB1,FAM102B
CREB1,PTPN22
CREB1,CD58
CREB1,S100A11
CREB1,FCGR2A
CREB1,KLHL20
CREB1,GLUL
CREB1,PTPN7
CREB1,RPS6KC1
CREB1,KIAA0586
CREB1,DAAM1
CREB1,HIF1A
CREB1,SYNE2
CREB1,SIPA1L1
CREB1,NUMB
CREB1,SPTLC2
CREB1,CEP128
CREB1,RIN3
CREB1,USF2
CREB1,PLAUR
CREB1,GAS7
CREB1,KSR1
CREB1,NLK
CREB1,IKZF3
CREB1,CCR7
CREB1,SKAP1
CREB1,TRIM25
CREB1,BCAS3
CREB1,TANC2
CREB1,ERN1
CREB1,SLC39A11
CREB1,CD300A
CREB1,BID
CREB1,HMOX1
CREB1,KIAA0930
CREB1,JAK2
CREB1,C9orf72
CREB1,TNFSF8
CREB1,DENND1A
CREB1,PBX3
CREB1,NEDD9
CREB1,IER3
CREB1,LTB
CREB1,LST1
CREB1,AIF1
CREB1,HLA-DRB1
CREB1,HLA-DMB
CREB1,CYB5R4
CREB1,STX7
CREB1,PHACTR2
CREB1,UST
CREB1,ZC3H12D
CREB1,RNF125
CREB1,DOCK5
CREB1,DPYSL2
CREB1,RAB11FIP1
CREB1,OXR1
CREB1,RAD21
CREB1,ASAP1
CREB1,PATL2
CREB1,PPCDC
CREB1,CTSH
CREB1,BCL2A1
CREB1,IGSF6
CREB1,CBFB
CREB1,WWOX
CREB1,YBX3
CREB1,ETV6
CREB1,CPNE8
CREB1,GNS
CREB1,PLXNC1
CREB1,SH2B3
CREB1,ALDH2
CREB1,RILPL2
CREB1,AP1S2
CREB1,MAGED1
CREB1,ATG2A
CREB1,SESN3
CREB1,BIRC3
CREB1,ETS1
CREB1,APLP2
CREB1,MAP3K8
CREB1,ZEB1
CREB1,CCDC6
CREB1,SRGN
CREB1,MICU1
CREB1,MCU
CREB1,ENTPD1
CREB1,SMC3
CREB1,ABLIM1
CREB1,GNA12
CREB1,SNX10
CREB1,LAT2
CREB1,GSAP
CREB1,SLC25A13
CREB1,AHCYL2
CREB1,RGCC
CREB1,BACH1
CREB1,LINC00649
CREB1,RUNX1
CREB1,MX2
CREB1,DTNB
CREB1,HEATR5B
CREB1,GALM
CREB1,PELI1
CREB1,PLEK
CREB1,R3HDM1
CREB1,SPOPL
CREB1,KYNU
CREB1,TANK
CREB1,GCA
CREB1,NABP1
CREB1,SP140
CREB1,FARP2
CREB1,BHLHE40
CREB1,NR2C2
CREB1,CMC1
CREB1,ARHGEF3
CREB1,LRIG1
CREB1,NFKBIZ
CREB1,SIDT1
CREB1,ST6GAL1
CREB1,TASP1
CREB1,RIN2
CREB1,CTSZ
CREBBP,CD300A
CREBBP,RUNX1
CREBBP,UST
CREBBP,ANKMY1
CREBBP,TOM1
CREBBP,SLC25A37
CREBBP,DPYSL2
CREBBP,ANKRD28
CREBBP,AQP3
CREBBP,MCM9
CREBBP,IER2
CREBBP,SLC7A5
CREBBP,NCOR2
CREBBP,GCH1
CREBBP,RARA
CREBBP,TEX14
CREBBP,USP32
CREBBP,HIBCH
CREBBP,TMX4
CREBBP,RHOH
CREBBP,RABGEF1
CREBBP,RCBTB2
CREBBP,DOCK9
CREBBP,SLC16A3
CREBBP,BHLHE40
CREBBP,TBL1XR1
CREBBP,NFATC1
CREBBP,LRRC8D
CREBBP,ATP2B4
CREBBP,DAAM1
CREBBP,ZEB1
CREBBP,AHCYL2
CREBBP,POLR2A
CREBBP,NEAT1
CREBBP,ST8SIA4
CREBBP,SIL1
CREBBP,NFIC
CREBBP,JUNB
CREBBP,TYROBP
CREBBP,ZFP36
CREBBP,POU2F2
CREBBP,FCGRT
CREBBP,XYLT1
CREBBP,MAZ
CREBBP,FBXL5
CREBBP,LEF1
CREBBP,NEK1
CREBBP,TMSB4X
CREBBP,AP1S2
CREBBP,SAT1
CREBBP,CD5
CREBBP,CTSW
CREBBP,PRCP
CREBBP,CTSC
CREBBP,BIRC3
CREBBP,MPZL3
CREBBP,CHMP1B
CREBBP,LDLRAD4
CREBBP,MAPRE2
CREBBP,NR1D2
CREBBP,CNOT10
CREBBP,OXSR1
CREBBP,KLHL18
CREBBP,FOXP1
CREBBP,CD96
CREBBP,TIPARP
CREBBP,SKIL
CREBBP,ATP13A3
CREBBP,TFRC
CREBBP,GPCPD1
CREBBP,DTD1
CREBBP,TGIF2
CREBBP,PPP1R16B
CREBBP,CSGALNACT1
CREBBP,TACC1
CREBBP,MTSS1
CREBBP,NSMCE2
CREBBP,ASAP1
CREBBP,RGCC
CREBBP,DLEU2
CREBBP,WDFY2
CREBBP,EEPD1
CREBBP,PRKRIP1
CREBBP,ATXN7L1
CREBBP,PNPLA8
CREBBP,TPK1
CREBBP,PATL2
CREBBP,MAP2K1
CREBBP,AP3S2
CREBBP,NEDD9
CREBBP,JARID2
CREBBP,ANKS1A
CREBBP,PRDM1
CREBBP,DSE
CREBBP,LINC00649
CREBBP,TNFRSF1B
CREBBP,RUNX3
CREBBP,JUN
CREBBP,GTF2B
CREBBP,FAM102B
CREBBP,S100A11
CREBBP,LMNA
CREBBP,DUSP10
CREBBP,CEP170
CREBBP,SIPA1L1
CREBBP,TC2N
CREBBP,RIN3
CREBBP,YY1
CREBBP,CRIP1
CREBBP,VIM
CREBBP,ENTPD1-AS1
CREBBP,LIMK2
CREBBP,LGALS1
CREBBP,VMP1
CREBBP,TESPA1
CREBBP,CRADD
CREBBP,UBXN2A
CREBBP,SRBD1
CREBBP,PRKCE
CREBBP,ALMS1
CREBBP,DUSP2
CREBBP,LIMS1
CREBBP,R3HDM1
CREBBP,TANK
CREBBP,NFE2L2
CREBBP,STAT1
CREBBP,KLF7
CREBBP,CREB1
CREBBP,RHBDD1
CREBBP,LRRFIP1
CREBBP,DCAF10
CREBBP,TNFSF8
CREBBP,ADAM17
CREBBP,DTNB
CREBBP,LBH
CREBBP,TTC7A
CREBBP,ACYP2
CREBBP,CCDC88A
CREBBP,WDPCP
CREBBP,PPP3R1
CREBBP,TET3
CREBBP,CAPG
CREBBP,ST3GAL5
CREBBP,TBC1D8
CREBBP,MAP3K2
CREBBP,MGAT5
CREBBP,CXCR4
CREBBP,GCA
CREBBP,PDK1
CREBBP,ORC2
CREBBP,FAM117B
CREBBP,CD28
CREBBP,KANSL1L
CREBBP,SLC11A1
CREBBP,GK
CREBBP,MAGED1
CREBBP,JAK2
CREBBP,DDX58
CREBBP,UBAP1
CREBBP,GLIPR2
CREBBP,NR4A3
CREBBP,STX17-AS1
CREBBP,INVS
CREBBP,STRBP
CREBBP,PBX3
CREBBP,IFITM2
CREBBP,PDE3B
CREBBP,HIPK3
CREBBP,FTH1
CREBBP,RTN3
CREBBP,ATG2A
CREBBP,GSTP1
CREBBP,ARAP1
CREBBP,FCHSD2
CREBBP,FAM168A
CREBBP,RAB6A
CREBBP,UBASH3B
CREBBP,FLI1
CREBBP,KLF6
CREBBP,PFKFB3
CREBBP,ARL5B
CREBBP,DNAJC1
CREBBP,MAP3K8
CREBBP,ITGB1
CREBBP,RASSF4
CREBBP,IPMK
CREBBP,CCDC6
CREBBP,PSAP
CREBBP,MICU1
CREBBP,ZMIZ1
CREBBP,CPEB3
CREBBP,ITPRIP
CREBBP,GRK5
CREBBP,PTPRE
CREBBP,C20orf27
CREBBP,RIN2
CREBBP,ABHD12
CREBBP,ARFGEF2
CREBBP,CPEB2
CREBBP,LCORL
CREBBP,RUFY3
CREBBP,BMP2K
CREBBP,EIF4E
CREBBP,TET2
CREBBP,SEC24D
CREBBP,ELF2
CREBBP,MAML3
CREBBP,SLC10A7
CREBBP,ARHGAP10
CREBBP,EPSTI1
CREBBP,KPNA3
CREBBP,DLEU1
CREBBP,KIAA0586
CREBBP,SYNE2
CREBBP,MAX
CREBBP,FUT8
CREBBP,PSEN1
CREBBP,ZNF410
CREBBP,TTLL5
CREBBP,SPTLC2
CREBBP,CEP128
CREBBP,ATXN3
CREBBP,TIAM1
CREBBP,HLCS
CREBBP,HMGN1
CREBBP,MX2
CREBBP,BID
CREBBP,PISD
CREBBP,GRAP2
CREBBP,EP300
CREBBP,SREBF2
CREBBP,KIAA0930
CREBBP,PLXNB2
CREBBP,HMGCS1
CREBBP,SLC38A9
CREBBP,HEXB
CREBBP,S100Z
CREBBP,ARSB
CREBBP,CHD1
CREBBP,CAMK4
CREBBP,IRF1
CREBBP,CD14
CREBBP,ARHGAP26
CREBBP,CPEB4
CREBBP,MCPH1
CREBBP,ASAH1
CREBBP,BNIP3L
CREBBP,PTK2B
CREBBP,RAB11FIP1
CREBBP,SLC20A2
CREBBP,TOX
CREBBP,MYBL1
CREBBP,SGK3
CREBBP,TPD52
CREBBP,KLF10
CREBBP,EXT1
CREBBP,SNTB1
CREBBP,PVT1
CREBBP,DENND3
CREBBP,CPPED1
CREBBP,CBFB
CREBBP,CTCF
CREBBP,CHP1
CREBBP,SPPL2A
CREBBP,GNB5
CREBBP,TCF12
CREBBP,SIN3A
CREBBP,PEAK1
CREBBP,CHSY1
CREBBP,CARD11
CREBBP,ACTB
CREBBP,GLCCI1
CREBBP,SNX10
CREBBP,URGCP
CREBBP,IKZF1
CREBBP,YWHAG
CREBBP,PHTF2
CREBBP,CDK6
CREBBP,PILRA
CREBBP,ORAI2
CREBBP,DOCK4
CREBBP,ZNF277
CREBBP,PRKAG2
CREBBP,CMC1
CREBBP,LRRFIP2
CREBBP,TKT
CREBBP,ARHGEF3
CREBBP,LRIG1
CREBBP,LINC00877
CREBBP,GBE1
CREBBP,SIDT1
CREBBP,TNFSF10
CREBBP,IL1RAP
CREBBP,RNF168
CREBBP,EFHD2
CREBBP,IFFO2
CREBBP,FGR
CREBBP,CDC14A
CREBBP,VAV3
CREBBP,RPRD2
CREBBP,S100A10
CREBBP,POU2F1
CREBBP,CD247
CREBBP,GLUL
CREBBP,PTPN7
CREBBP,CD55
CREBBP,LPGAT1
CREBBP,SMYD3
CREBBP,JUND
CREBBP,USF2
CREBBP,SIPA1L3
CREBBP,PHLDB3
CREBBP,FOSB
CREBBP,IRF3
CREBBP,NKG7
CREBBP,ABHD3
CREBBP,KIAA1328
CREBBP,PMAIP1
CREBBP,ZNF516
CREBBP,YBX3
CREBBP,ETV6
CREBBP,FGD4
CREBBP,NR4A1
CREBBP,STAT6
CREBBP,TBK1
CREBBP,MDM2
CREBBP,LTA4H
CREBBP,CHST11
CREBBP,SH2B3
CREBBP,KDM2B
CREBBP,RILPL2
CREBBP,E2F3
CREBBP,LTB
CREBBP,LST1
CREBBP,AIF1
CREBBP,HLA-DMA
CREBBP,FKBP5
CREBBP,CD2AP
CREBBP,UBE2J1
CREBBP,BACH2
CREBBP,PDSS2
CREBBP,FOXO3
CREBBP,CDK19
CREBBP,TNFAIP3
CREBBP,CITED2
CREBBP,PLAGL1
CREBBP,SOD2
CREBBP,SLC43A2
CREBBP,P2RX1
CREBBP,TNFSF13
CREBBP,CD68
CREBBP,STX8
CREBBP,GAS7
CREBBP,ZSWIM7
CREBBP,SPECC1
CREBBP,KSR1
CREBBP,FAM222B
CREBBP,STAT5A
CREBBP,STAT3
CREBBP,GRN
CREBBP,ARHGAP27
CREBBP,ZNF652
CREBBP,TRIM25
CREBBP,MAP2K6
CREBBP,SLC39A11
CTBP2,TNFAIP2
CTBP2,PLAGL1
CTBP2,FAM168A
CTBP2,MTSS1
CTBP2,FGR
CTCF,SERPINB1
CTCF,CD83
CTCF,JARID2
CTCF,KIF13A
CTCF,E2F3
CTCF,IER3
CTCF,LTB
CTCF,LST1
CTCF,HLA-DMB
CTCF,HLA-DMA
CTCF,FKBP5
CTCF,FGD2
CTCF,TREM1
CTCF,KCNQ5
CTCF,CYB5R4
CTCF,PRDM1
CTCF,PDSS2
CTCF,MARCKS
CTCF,DSE
CTCF,MCM9
CTCF,SAMD3
CTCF,SGK1
CTCF,TNFAIP3
CTCF,CITED2
CTCF,PHACTR2
CTCF,PLAGL1
CTCF,UST
CTCF,SYNE1
CTCF,SOD2
CTCF,QKI
CTCF,KLF6
CTCF,PFKFB3
CTCF,PRKCQ
CTCF,PRKCQ-AS1
CTCF,VIM
CTCF,SVIL
CTCF,ZNF438
CTCF,ZEB1
CTCF,CCDC7
CTCF,RASSF4
CTCF,MAPK8
CTCF,CCDC6
CTCF,ANK3
CTCF,P4HA1
CTCF,ZMIZ1
CTCF,CPEB3
CTCF,ENTPD1
CTCF,ENTPD1-AS1
CTCF,PIK3AP1
CTCF,RRP12
CTCF,GBF1
CTCF,SUFU
CTCF,ITPRIP
CTCF,MXI1
CTCF,ABLIM1
CTCF,PDZD8
CTCF,GRK5
CTCF,PTPRE
CTCF,ARHGEF40
CTCF,NFKBIA
CTCF,MIS18BP1
CTCF,GCH1
CTCF,LGALS3
CTCF,FBXO34
CTCF,DAAM1
CTCF,SYNE2
CTCF,MAX
CTCF,FUT8
CTCF,SIPA1L1
CTCF,NPC2
CTCF,TTLL5
CTCF,ATXN3
CTCF,RIN3
CTCF,BTBD7
CTCF,CLMN
CTCF,YY1
CTCF,RCOR1
CTCF,TNFAIP2
CTCF,GPR132
CTCF,CRIP1
CTCF,IFITM2
CTCF,TALDO1
CTCF,DENND5A
CTCF,SBF2
CTCF,MICAL2
CTCF,HIPK3
CTCF,PHF21A
CTCF,SPI1
CTCF,MPEG1
CTCF,ATG2A
CTCF,NEAT1
CTCF,CTSW
CTCF,GSTP1
CTCF,ARAP1
CTCF,FCHSD2
CTCF,ARRB1
CTCF,ACER3
CTCF,PAK1
CTCF,GAB2
CTCF,PRCP
CTCF,MAML2
CTCF,BIRC3
CTCF,UBASH3B
CTCF,FLI1
CTCF,APLP2
CTCF,CHP1
CTCF,EHD4
CTCF,GNB5
CTCF,TCF12
CTCF,RORA
CTCF,CSNK1G1
CTCF,MAP2K1
CTCF,MYO9A
CTCF,PPCDC
CTCF,AP3S2
CTCF,ZNF710
CTCF,SLCO3A1
CTCF,IGF1R
CTCF,MEF2A
CTCF,CHSY1
CTCF,SEL1L3
CTCF,RBPJ
CTCF,RBM47
CTCF,RUFY3
CTCF,ANTXR2
CTCF,PLAC8
CTCF,FAM13A
CTCF,GPRIN3
CTCF,EIF4E
CTCF,LEF1
CTCF,USP53
CTCF,SPATA5
CTCF,ARHGAP10
CTCF,NEK1
CTCF,KANK1
CTCF,JAK2
CTCF,MLLT3
CTCF,MTAP
CTCF,DDX58
CTCF,AQP3
CTCF,NR4A3
CTCF,KLF4
CTCF,TNFSF8
CTCF,DENND1A
CTCF,PPP6C
CTCF,ABL1
CTCF,RXRA
CTCF,IL32
CTCF,XYLT1
CTCF,IGSF6
CTCF,MAZ
CTCF,CBFB
CTCF,TANGO6
CTCF,WWOX
CTCF,COTL1
CTCF,SLC7A5
CTCF,TRIO
CTCF,SLC38A9
CTCF,PDE4D
CTCF,HEXB
CTCF,ARSB
CTCF,MEF2C
CTCF,ELL2
CTCF,CAMK4
CTCF,CYSTM1
CTCF,CD14
CTCF,ARHGAP26
CTCF,GALNT10
CTCF,DUSP1
CTCF,BHLHE40
CTCF,CMC1
CTCF,ANO10
CTCF,ABHD5
CTCF,KLHL18
CTCF,ARHGEF3
CTCF,LRIG1
CTCF,CMSS1
CTCF,CD96
CTCF,SIDT1
CTCF,STAG1
CTCF,ATP1B3
CTCF,TFDP2
CTCF,TSC22D2
CTCF,TIPARP
CTCF,SKIL
CTCF,FNDC3B
CTCF,ST6GAL1
CTCF,BCL6
CTCF,IL1RAP
CTCF,EMILIN2
CTCF,RAB31
CTCF,LDLRAD4
CTCF,KIAA1328
CTCF,PSTPIP2
CTCF,PHLPP1
CTCF,BCL2
CTCF,NFATC1
CTCF,PITPNA
CTCF,SLC43A2
CTCF,RAP1GAP2
CTCF,P2RX1
CTCF,POLR2A
CTCF,TNFSF13
CTCF,STX8
CTCF,GAS7
CTCF,ZSWIM7
CTCF,NCOR1
CTCF,PIGL
CTCF,TOM1L2
CTCF,SPECC1
CTCF,KSR1
CTCF,LGALS9
CTCF,FAM222B
CTCF,NF1
CTCF,RHOT1
CTCF,RARA
CTCF,CCR7
CTCF,STAT5A
CTCF,STAT3
CTCF,GRN
CTCF,ARHGAP27
CTCF,ZNF652
CTCF,TRIM25
CTCF,YPEL2
CTCF,USP32
CTCF,BCAS3
CTCF,TANC2
CTCF,ERN1
CTCF,MAP2K6
CTCF,SLC39A11
CTCF,CD300A
CTCF,UBE2O
CTCF,SLC16A3
CTCF,CD7
CTCF,ISG15
CTCF,UBE4B
CTCF,KIF1B
CTCF,PGD
CTCF,TNFRSF1B
CTCF,EIF4G3
CTCF,NIPAL3
CTCF,FGR
CTCF,IFI6
CTCF,EYA3
CTCF,HDAC1
CTCF,SCMH1
CTCF,HIVEP3
CTCF,JUN
CTCF,NFIA
CTCF,PDE4B
CTCF,LRRC8D
CTCF,TGFBR3
CTCF,EVI5
CTCF,VAV3
CTCF,FAM102B
CTCF,CD58
CTCF,ADAMTSL4-AS1
CTCF,S100A10
CTCF,S100A11
CTCF,S100A6
CTCF,LMNA
CTCF,FCER1G
CTCF,POU2F1
CTCF,CD247
CTCF,PTPN7
CTCF,MAPKAPK2
CTCF,CD55
CTCF,LPGAT1
CTCF,ATF3
CTCF,DUSP10
CTCF,FBXO28
CTCF,EFCAB2
CTCF,SMYD3
CTCF,CFD
CTCF,NFIC
CTCF,RFX2
CTCF,MYO1F
CTCF,ZNF490
CTCF,JUNB
CTCF,IER2
CTCF,BRD4
CTCF,MYO9B
CTCF,IFI30
CTCF,JUND
CTCF,USF2
CTCF,SIPA1L3
CTCF,ZFP36
CTCF,POU2F2
CTCF,PHLDB3
CTCF,PLAUR
CTCF,FOSB
CTCF,C5AR1
CTCF,DHX34
CTCF,FTL
CTCF,FCGRT
CTCF,IRF3
CTCF,ZNF331
CTCF,SAT1
CTCF,PDK3
CTCF,CFP
CTCF,MAGED1
CTCF,TMEM164
CTCF,SLC2A3
CTCF,CD69
CTCF,DUSP16
CTCF,FGD4
CTCF,CPNE8
CTCF,PCED1B
CTCF,NR4A1
CTCF,STAT6
CTCF,LRP1
CTCF,MDM2
CTCF,TMTC2
CTCF,PLXNC1
CTCF,CHST11
CTCF,SH2B3
CTCF,MED13L
CTCF,KDM2B
CTCF,NCOR2
CTCF,ACTB
CTCF,SNX10
CTCF,SKAP2
CTCF,JAZF1
CTCF,CPVL
CTCF,EEPD1
CTCF,IKZF1
CTCF,AUTS2
CTCF,LAT2
CTCF,YWHAG
CTCF,GSAP
CTCF,PHTF2
CTCF,CDK14
CTCF,CDK6
CTCF,PILRA
CTCF,CUX1
CTCF,PRKRIP1
CTCF,ATXN7L1
CTCF,IMMP2L
CTCF,DOCK4
CTCF,CAPZA2
CTCF,AHCYL2
CTCF,NRF1
CTCF,TBXAS1
CTCF,PRKAG2
CTCF,FRY
CTCF,ELF1
CTCF,RGCC
CTCF,EPSTI1
CTCF,DOCK9
CTCF,CLYBL
CTCF,ATP11A
CTCF,APP
CTCF,BACH1
CTCF,LINC00649
CTCF,RUNX1
CTCF,HLCS
CTCF,MX2
CTCF,ID2
CTCF,ADAM17
CTCF,RHOB
CTCF,UBXN2A
CTCF,DTNB
CTCF,HEATR5B
CTCF,MAP4K3
CTCF,SRBD1
CTCF,PRKCE
CTCF,RHOQ
CTCF,TTC7A
CTCF,COMMD1
CTCF,EHBP1
CTCF,CAPG
CTCF,ST3GAL5
CTCF,DUSP2
CTCF,TBC1D8
CTCF,LIMS1
CTCF,MGAT5
CTCF,R3HDM1
CTCF,GTDC1
CTCF,GCA
CTCF,ITGA6
CTCF,NFE2L2
CTCF,UBE2E3
CTCF,HIBCH
CTCF,STAT4
CTCF,ORC2
CTCF,SLC11A1
CTCF,EPHA4
CTCF,LRRFIP1
CTCF,ANKMY1
CTCF,C20orf194
CTCF,C20orf27
CTCF,GPCPD1
CTCF,TMX4
CTCF,PLCB1
CTCF,DTD1
CTCF,ABHD12
CTCF,PPP1R16B
CTCF,SULF2
CTCF,CEBPB
CTCF,CSGALNACT1
CTCF,TNFRSF10B
CTCF,SLC25A37
CTCF,BNIP3L
CTCF,DPYSL2
CTCF,PTK2B
CTCF,RAB11FIP1
CTCF,TACC1
CTCF,AP3M2
CTCF,SLC20A2
CTCF,SPIDR
CTCF,CEBPD
CTCF,LYN
CTCF,STAU2
CTCF,TPD52
CTCF,NCALD
CTCF,KLF10
CTCF,OXR1
CTCF,RAD21
CTCF,MTSS1
CTCF,NSMCE2
CTCF,ASAP1
CTCF,DENND3
CTCF,BID
CTCF,PPM1F
CTCF,LIMK2
CTCF,PISD
CTCF,TOM1
CTCF,LGALS1
CTCF,GRAP2
CTCF,NFAM1
CTCF,PARVB
CTCF,SCO2
CTCF,TYMP
CTCF,BASP1
CTCF,ZFYVE16
CTCF,FER
CTCF,IRF1
CTCF,SIL1
CTCF,RNF130
CTCF,CARD11
CTCF,BBS9
CTCF,URGCP
CTCF,RABGEF1
CTCF,ITGB1
CTCF,PSAP
CTCF,CTBP2
CTCF,MSRA
CTCF,CTSB
CTCF,DOCK5
CTCF,TOX
CTCF,MYBL1
CTCF,PVT1
CTCF,MAPRE2
CTCF,ACYP2
CTCF,CCDC88A
CTCF,PELI1
CTCF,MXD1
CTCF,TET3
CTCF,BAZ2B
CTCF,TANK
CTCF,STAT1
CTCF,CREB1
CTCF,GZMM
CTCF,PRAM1
CTCF,CRTC1
CTCF,BLVRB
CTCF,AP2A1
CTCF,LILRB3
CTCF,NFKB1
CTCF,SEC24D
CTCF,ELF2
CTCF,ACSL1
CTCF,MT2A
CTCF,ATP10A
CTCF,APBA2
CTCF,SIN3A
CTCF,PEAK1
CTCF,PDE8A
CTCF,CD68
CTCF,STAT5B
CTCF,SCPEP1
CTCF,TEX14
CTCF,WDR45B
CTCF,METRNL
CTCF,GLIPR2
CTCF,NFIL3
CTCF,CNOT10
CTCF,LRRFIP2
CTCF,TKT
CTCF,OSBPL11
CTCF,TMCC1
CTCF,TNIK
CTCF,AGO4
CTCF,ODF2L
CTCF,S100A4
CTCF,RALGPS2
CTCF,GLUL
CTCF,RGS2
CTCF,ATP2B4
CTCF,SRGAP2
CTCF,ZNF124
CTCF,DHRSX
CTCF,CEP128
CTCF,TC2N
CTCF,BCL11B
CTCF,STK38L
CTCF,FRS2
CTCF,ATP2B1
CTCF,LTA4H
CTCF,BTBD11
CTCF,PDE3B
CTCF,PTPRJ
CTCF,RAB6A
CTCF,HSPA1A
CTCF,SUPT3H
CTCF,RUNX2
CTCF,UBE2J1
CTCF,BACH2
CTCF,SCML4
CTCF,MAN1A1
CTCF,MAP3K4
CTCF,EP300
CTCF,KIAA0930
CTCF,PLXNB2
CTCF,KPNA3
CTCF,DLEU1
CTCF,WDFY2
CTCF,RNF24
CTCF,TGIF2
CTCF,ARFGEF2
CTCF,FOXO3
CTCF,STX11
CTCF,TCF7L2
CTCF,IFFO2
CTCF,RPS6KC1
CTCF,ITPKB
CTCF,TBC1D9
CTCF,NR3C2
CTCF,SNX25
CTCF,CPB2-AS1
CTCF,DLEU2
CTCF,CXCR4
CTCF,KLF7
CTCF,CASK
CTCF,PCSK5
CTCF,ZSWIM6
CTCF,CREBBP
CTCF,ZFHX3
CTCF,ABHD3
CTCF,OLR1
CTCF,LRRK2
CTCF,TIAM1
CTCF,SATB1-AS1
CTCF,PXK
CTCF,ATP13A3
CTCF,TYW1B
CTCF,XKR6
CTCF,CPQ
CTCF,PELI2
CTCF,RAD51B
CTCF,SYK
CTCF,SLC7A1
CTCF,SUPT20H
CTCF,MANBA
CTCF,HIF1A
CTCF,GPHN
CTCF,NUMB
CTCF,FOS
CTCF,SPTLC2
CTCF,HMGN1
CTCF,SFMBT1
CTCF,FOXP1
CTCF,GBE1
CTCF,FILIP1L
CTCF,EZR
CTCF,VMP1
CTCF,TMEM135
CTCF,EXT1
CTCF,FBXO32
CTCF,PPP3R1
CTCF,FARP2
CTCF,PHACTR4
CTCF,RPRD2
CTCF,QSOX1
CTCF,CDC14A
CTCF,GNA12
CTCF,CHST15
